 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Município e Faixa Etária 1
Período:2020
"Município";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"315470 Ribeirão Vermelho";217;224;234;254;567;635;520;492;510;223;171;4047
"315480 Rio Acima";661;642;633;721;1746;1835;1573;1234;786;406;183;10420
"315490 Rio Casca";878;866;829;864;1969;1988;1863;1640;1348;762;466;13473
"315510 Rio do Prado";372;375;333;291;803;776;674;575;468;277;189;5133
"315500 Rio Doce";121;125;125;152;424;398;360;412;267;139;97;2620
"315520 Rio Espera";291;304;268;299;817;666;806;847;515;368;221;5402
"315530 Rio Manso";297;303;294;344;848;892;913;852;599;362;175;5879
"315540 Rio Novo";459;462;462;616;1406;1333;1164;1276;886;573;320;8957
"315550 Rio Paranaíba";780;760;793;972;1876;1950;1782;1582;1030;543;267;12335
"315560 Rio Pardo de Minas";2341;2246;2032;2463;5811;5172;3964;3127;2062;1223;604;31045
"315570 Rio Piracicaba";782;799;788;906;2119;2061;2044;2063;1481;857;432;14332
"315580 Rio Pomba";944;981;1012;1121;2847;2857;2364;2330;1805;1039;659;17959
"315590 Rio Preto";297;304;294;338;788;747;820;801;563;343;190;5485
"315600 Rio Vermelho";1001;984;828;852;2139;1769;1555;1442;1060;677;432;12739
"315610 Ritápolis";207;219;217;239;672;557;677;723;571;321;159;4562
"315620 Rochedo de Minas";143;136;132;170;354;343;316;323;240;103;60;2320
"315630 Rodeiro";517;510;556;678;1336;1450;1107;987;584;319;180;8224
"315640 Romaria";213;202;196;228;530;504;530;513;369;167;68;3520
"315645 Rosário da Limeira";246;238;224;292;721;726;714;597;468;249;147;4622
"315650 Rubelita";412;420;384;378;858;750;726;722;605;358;185;5798
"315660 Rubim";650;641;590;681;1495;1449;1359;1268;970;699;454;10256
"315670 Sabará";9046;8860;8920;10521;23077;21579;19713;15953;11279;5547;2630;137125
"315680 Sabinópolis";1119;1110;1023;1016;2459;2209;1930;1806;1314;859;571;15416
"315690 Sacramento";1632;1627;1692;1850;4167;4263;3741;3184;2224;1287;707;26374
"315700 Salinas";2629;2678;2624;2845;6507;6752;5714;4667;3605;2307;1371;41699
"315710 Salto da Divisa";606;585;518;455;1001;996;856;859;594;322;220;7012
"315720 Santa Bárbara";2124;2106;2091;2128;5370;5320;4432;3703;2500;1189;641;31604
"315725 Santa Bárbara do Leste";553;539;499;540;1224;1244;1183;1055;716;410;218;8181
"315727 Santa Bárbara do Monte Verde";204;202;176;200;490;421;498;506;269;140;76;3182
"315730 Santa Bárbara do Tugúrio";264;267;258;261;665;606;678;606;418;255;129;4407
"315733 Santa Cruz de Minas";526;522;521;653;1458;1368;1273;1098;743;355;147;8664
"315737 Santa Cruz de Salinas";319;296;244;250;645;535;508;468;424;259;159;4107
"315740 Santa Cruz do Escalvado";252;254;225;270;715;658;718;643;504;286;200;4725
"315750 Santa Efigênia de Minas";316;311;280;315;708;631;603;478;366;248;125;4381
"315760 Santa Fé de Minas";321;313;280;259;673;527;453;448;323;149;80;3826
"315765 Santa Helena de Minas";640;613;506;465;1020;881;744;606;436;302;173;6386
"315770 Santa Juliana";980;964;1012;1237;2512;2536;1925;1463;940;481;205;14255
"315780 Santa Luzia";15367;14868;14770;17379;37845;35744;32161;23693;17094;8231;3292;220444
"315790 Santa Margarida";1307;1248;1178;1296;2588;2452;2083;1849;1328;639;334;16302
"315800 Santa Maria de Itabira";742;740;696;722;1840;1587;1478;1296;883;510;363;10857
"315810 Santa Maria do Salto";342;331;306;335;732;773;642;670;574;319;193;5217
"315820 Santa Maria do Suaçuí";1067;1047;947;1005;2412;2193;1843;1650;1201;750;496;14611
"315920 Santa Rita de Caldas";445;455;458;496;1127;1218;1330;1340;1066;672;317;8924
"315940 Santa Rita de Ibitipoca";194;208;194;201;482;457;513;496;346;200;111;3402
"315930 Santa Rita de Jacutinga";238;243;238;245;693;632;717;709;555;358;235;4863
"315935 Santa Rita de Minas";482;466;448;528;1197;1089;1018;838;659;352;191;7268
"315950 Santa Rita do Itueto";377;379;348;342;802;728;804;708;520;293;156;5457
"315960 Santa Rita do Sapucaí";2765;2719;2851;3290;7242;7292;6246;5093;3543;1784;928;43753
"315970 Santa Rosa da Serra";215;213;215;250;491;488;460;471;334;157;63;3357
"315980 Santa Vitória";1173;1192;1234;1323;2911;2916;3087;2494;1792;1129;621;19872
"315830 Santana da Vargem";437;420;392;508;1075;1070;1036;905;702;372;156;7073
"315840 Santana de Cataguases";215;227;220;195;504;503;510;543;509;290;175;3891
"315850 Santana de Pirapama";442;438;383;439;1038;1035;1145;1030;827;509;303;7589
"315860 Santana do Deserto";238;247;235;262;592;543;553;594;368;229;120;3981
"315870 Santana do Garambéu";131;129;126;183;341;403;390;296;242;166;69;2476
"315880 Santana do Jacaré";258;264;243;306;760;716;690;616;498;296;187;4834
"315890 Santana do Manhuaçu";653;625;566;633;1317;1279;1223;988;747;410;226;8667
"315895 Santana do Paraíso";2717;2584;2455;2751;6109;5734;5131;3659;2515;1143;571;35369
"315900 Santana do Riacho";260;255;222;236;675;675;725;583;383;197;104;4315
"315910 Santana dos Montes";209;211;193;255;560;491;528;548;380;260;130;3765
"315990 Santo Antônio do Amparo";1219;1198;1155;1320;3026;2881;2526;2214;1781;881;412;18613
"316000 Santo Antônio do Aventureiro";188;203;200;198;514;468;503;529;397;256;146;3602
"316010 Santo Antônio do Grama";225;229;210;219;590;570;542;530;382;233;156;3886
"316020 Santo Antônio do Itambé";327;305;256;296;675;534;451;408;268;177;102;3799
"316030 Santo Antônio do Jacinto";861;870;778;686;1548;1641;1446;1378;1168;785;443;11604
"316040 Santo Antônio do Monte";1808;1778;1845;2137;4717;4400;3973;3399;2373;1304;693;28427
"316045 Santo Antônio do Retiro";614;578;493;553;1288;1149;917;707;545;303;150;7297
"316050 Santo Antônio do Rio Abaixo";98;104;104;108;261;234;242;286;178;85;60;1760
"316060 Santo Hipólito";191;182;162;175;462;416;387;436;352;181;121;3065
"316070 Santos Dumont";2578;2620;2684;2768;7032;6914;6417;6457;4869;2675;1407;46421
"316080 São Bento Abade";423;410;392;453;981;808;714;578;332;175;83;5349
"316090 São Brás do Suaçuí";207;209;219;213;533;633;526;544;378;184;108;3754
"316095 São Domingos das Dores";426;408;385;419;976;933;780;627;396;194;114;5658
"316100 São Domingos do Prata";945;966;931;1021;2485;2574;2362;2378;1817;1156;692;17327
"316105 São Félix de Minas";244;239;219;238;550;469;518;411;244;151;79;3362
"316110 São Francisco";4831;4702;4166;4356;10125;8778;6446;5423;3898;2450;1302;56477
"316120 São Francisco de Paula";355;347;346;422;985;1017;1016;813;672;350;197;6520
"316130 São Francisco de Sales";395;383;382;417;942;1101;1002;811;482;233;126;6274
"316140 São Francisco do Glória";270;272;254;278;728;660;720;675;496;278;169;4800
"316150 São Geraldo";715;714;759;947;1961;1989;1740;1649;1117;603;368;12562
"316160 São Geraldo da Piedade";280;281;253;241;583;565;500;479;352;233;143;3910
"316165 São Geraldo do Baixio";279;287;268;277;632;591;563;573;317;178;94;4059
"316170 São Gonçalo do Abaeté";693;670;612;633;1440;1243;1062;960;650;332;164;8459
"316180 São Gonçalo do Pará";781;794;815;970;1970;1940;1851;1537;1020;583;336;12597
"316190 São Gonçalo do Rio Abaixo";692;671;657;891;1893;1825;1614;1215;823;473;265;11019
"312550 São Gonçalo do Rio Preto";213;212;188;201;544;514;445;387;231;175;63;3173
"316200 São Gonçalo do Sapucaí";1627;1610;1600;1763;4063;3808;3359;3201;2448;1363;719;25561
"316210 São Gotardo";2413;2377;2491;2926;6041;5936;4795;4003;2635;1432;733;35782
"316220 São João Batista do Glória";410;411;406;462;1171;1082;1091;1040;789;437;199;7498
"316225 São João da Lagoa";350;328;287;311;871;793;698;582;411;204;97;4932
"316230 São João da Mata";135;143;146;143;396;400;399;423;320;163;78;2746
"316240 São João da Ponte";1827;1734;1493;1748;4455;4259;3110;2727;1972;1202;571;25098
"316245 São João das Missões";1607;1435;1291;1354;2369;1837;1197;933;578;348;176;13125
"316250 São João del Rei";4527;4666;5003;5863;13634;13829;13387;12823;9471;4763;2531;90497
"316255 São João do Manhuaçu";914;870;832;955;1962;1881;1483;1316;829;423;209;11674
"316257 São João do Manteninha";369;379;371;379;868;854;862;788;557;299;192;5918
"316260 São João do Oriente";473;495;472;401;1145;1017;1069;951;711;434;276;7444
"316265 São João do Pacuí";365;347;292;296;746;685;561;477;359;209;111;4448
"316270 São João do Paraíso";1561;1574;1503;1639;4252;4233;2950;2395;1858;1157;587;23709
"316280 São João Evangelista";1024;1044;965;1002;2647;2317;2048;1911;1364;881;564;15767
"316290 São João Nepomuceno";1379;1400;1435;1731;4110;3976;3460;3771;2780;1492;913;26447
"316292 São Joaquim de Bicas";2169;2056;2089;2540;5750;6184;4584;3083;2108;1096;489;32148
"316294 São José da Barra";465;490;484;483;1208;1189;1002;973;706;343;137;7480
"316295 São José da Lapa";1580;1544;1528;1864;4221;3775;3471;2837;1977;910;428;24135
"316300 São José da Safira";391;353;305;336;767;681;563;444;243;127;70;4280
"316310 São José da Varginha";346;321;299;381;843;749;757;630;385;236;132;5079
"316320 São José do Alegre";246;251;234;262;681;597;610;578;425;212;114;4210
"316330 São José do Divino";283;285;256;254;619;599;515;435;293;203;114;3856
"316340 São José do Goiabal";309;322;305;283;792;743;738;755;581;335;224;5387
"316350 São José do Jacuri";469;468;430;421;999;913;843;805;526;346;211;6431
"316360 São José do Mantimento";180;168;146;204;426;433;423;381;232;134;79;2806
"316370 São Lourenço";2597;2617;2635;2811;6771;6823;6339;6155;5105;2759;1590;46202
"316380 São Miguel do Anta";386;389;380;436;1074;1054;946;923;721;375;260;6944
"316390 São Pedro da União";242;244;236;227;694;634;615;659;576;325;158;4610
"316410 São Pedro do Suaçuí";335;334;310;318;782;824;647;610;471;362;209;5202
"316400 São Pedro dos Ferros";506;517;486;446;1084;1104;992;1064;787;448;272;7706
"316420 São Romão";1089;1025;900;942;2353;2252;1545;1229;687;333;174;12529
"316430 São Roque de Minas";411;422;424;455;1097;988;1023;1012;680;385;179;7076
"316440 São Sebastião da Bela Vista";408;405;401;350;810;822;749;670;541;270;126;5552
"316443 São Sebastião da Vargem Alegre";190;192;179;163;479;460;440;392;299;151;79;3024
"316447 São Sebastião do Anta";532;478;428;551;1065;1045;872;688;523;275;170;6627
"316450 São Sebastião do Maranhão";824;779;623;673;1623;1421;1280;1133;793;530;284;9963
"316460 São Sebastião do Oeste";447;469;553;586;1000;1207;832;733;564;305;167;6863
"316470 São Sebastião do Paraíso";4404;4430;4563;4900;11335;11352;9637;8484;6768;3640;1932;71445
"316480 São Sebastião do Rio Preto";100;107;97;76;148;134;234;234;167;115;80;1492
"316490 São Sebastião do Rio Verde";127;134;137;116;334;325;332;325;239;110;71;2250
"316520 São Thomé das Letras";455;440;409;542;1337;1043;1107;925;560;216;86;7120
"316500 São Tiago";637;635;633;740;1703;1647;1574;1426;1034;592;339;10960
"316510 São Tomás de Aquino";485;470;445;484;1086;1015;900;728;709;434;244;7000
"316530 São Vicente de Minas";457;451;426;528;1335;1146;1090;1057;731;385;209;7815
"316540 Sapucaí-Mirim";484;456;422;503;1184;964;985;859;623;342;167;6989
"316550 Sardoá";471;483;447;457;1140;944;824;694;488;260;153;6361
"316553 Sarzedo";2566;2481;2400;2699;5841;5369;5054;3522;2097;971;413;33413
"316556 Sem-Peixe";115;126;118;115;352;376;352;390;285;238;139;2606
"316557 Senador Amaral";402;382;369;411;906;842;785;629;383;182;70;5361
"316560 Senador Cortes";153;148;148;152;320;280;265;239;155;91;52;2003
"316570 Senador Firmino";434;456;426;400;1120;1139;1020;1188;852;537;286;7858
"316580 Senador José Bento";45;53;56;86;207;174;180;260;211;123;66;1461
"316590 Senador Modestino Gonçalves";265;266;221;242;679;624;568;516;360;243;121;4105
"316600 Senhora de Oliveira";346;355;341;377;882;829;838;795;495;317;211;5786
"316610 Senhora do Porto";293;282;257;242;511;457;450;391;285;209;142;3519
"316620 Senhora dos Remédios";583;609;608;685;1468;1527;1582;1464;966;663;312;10467
"316630 Sericita";530;519;483;530;1168;1171;1023;816;563;339;191;7333
"316640 Seritinga";98;106;107;96;282;266;276;272;183;116;52;1854
"316650 Serra Azul de Minas";397;374;314;343;814;608;482;411;284;164;101;4292
"316660 Serra da Saudade";41;42;37;55;111;131;103;94;95;43;24;776
"316680 Serra do Salitre";869;840;812;914;2059;1817;1612;1386;787;394;178;11668
"316670 Serra dos Aimorés";682;645;588;654;1336;1375;1109;914;701;419;290;8713
"316690 Serrania";540;537;529;548;1156;1035;943;939;760;427;254;7668
"316695 Serranópolis de Minas";357;338;310;336;744;761;585;559;420;269;130;4809
"316700 Serranos";120;120;113;120;337;326;268;263;149;92;48;1956
"316710 Serro";1576;1543;1360;1573;3693;3075;2565;2467;1628;889;571;20940
"316720 Sete Lagoas";14167;14221;14873;17337;40083;41208;34553;29453;20715;10347;4878;241835
"316555 Setubinha";1475;1295;1066;1057;2188;1775;1214;929;719;444;216;12378
"316730 Silveirânia";115;114;106;119;339;333;320;366;255;116;81;2264
"316740 Silvianópolis";365;351;355;413;877;867;839;871;652;441;217;6248
